등급	점수	키워드	질문 제목	질문 내용(요약)	링크	채택여부	답변수	품질 사유	답변 템플릿
C	4	사망 후 보험	이혼후 보험 사망수익자 변경		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40103&docId=492673776&qb=7IKs66edIO2bhCDrs7Ttl5g=&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망 후 보험	남편 사망 후		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40307&docId=492499011&qb=7IKs66edIO2bhCDrs7Ttl5g=&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망 후 보험	아버지 사망 후 상속세 신고에 대해 질문있어요!!		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40303&docId=492317619&qb=7IKs66edIO2bhCDrs7Ttl5g=&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망 후 보험	전세 집주인 사망 후 집주인 가족 상속 안함		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=492626658&qb=7IKs66edIO2bhCDrs7Ttl5g=&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망 후 보험	보험 계약자 어머니,피보험자 아들..계약자 사망시 보험 이전문의...		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4010302&docId=492233832&qb=7IKs66edIO2bhCDrs7Ttl5g=&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망 후 보험	세대주 사망신고후 ..		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6010102&docId=492370168&qb=7IKs66edIO2bhCDrs7Ttl5g=&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망 후 통신 해지	상속포기신청을 하고 나서 사망자의 핸드폰이나 인터넷 해지를 해도 되나요?		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60220&docId=492636856&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	상속세 신고	아버지 돌아가신 후 상속세 신고를 직접 해도 되나요?		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40303&docId=492665440&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	상속세 신고	상속재산이 공제 적용후 0원이면 상속세신고 안해도 되나요?		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40303&docId=492646752&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	상속세 신고	돌아가신 할아버지 상속세 신고		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40303&docId=492225159&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	상속세 신고	상속재산이 5억원 이하라서 상속세신고 안했는데 돌아가신지 1년정도 됐는데 종결된건가요		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020604&docId=492673854&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	상속세 신고	세무사무소의 상속세 횡령 및 세금 신고 누락 문제 해결 방안		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492413575&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	상속세 신고	홀어머니가 11억 아파트를 두아들에게 상속시 상속세는?		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40303&docId=492331727&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	상속세 신고	홀어머니의 11억 아파트를 두형제에게 상속시 상속세는?		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40201&docId=492331659&qb=7IOB7IaN7IS4IOyLoOqzoA==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	상속세는 사망일이 속한 달의 말일부터 6개월 이내에 관할 세무서에 신고·납부해야 합니다.\n\n기한 내 신고 시 3% 세액공제, 미신고 시 20~40% 가산세가 부과됩니다.\n\n90% 이상이 세무사에게 위임합니다. 전문가 상담을 추천합니다.\n\n전체 절차 체크리스트: https://sahu.kr
C	4	사망진단서 발급	부모님 사망 재산상속 포기		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60204&docId=492383329&qb=7IKs66ed7KeE64uo7IScIOuwnOq4iQ==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망진단서 발급	부친 사망으로 재건축 진행중인 맨션 상속		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40201&docId=492563308&qb=7IKs66ed7KeE64uo7IScIOuwnOq4iQ==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망진단서 발급	부모님 사망 전세보증금 상속관련		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=492279811&qb=7IKs66ed7KeE64uo7IScIOuwnOq4iQ==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	4	사망진단서 발급	형이 사망했는데 상속에 대한 질문		https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40303&docId=492414424&qb=7IKs66ed7KeE64uo7IScIOuwnOq4iQ==&enc=utf8	Y	0	관련 키워드 포함, 답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	3	사망 후 통신 해지	한정승인 신청 전 고인 핸드폰 해지 방법은?		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492316277&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	답변 적음, 행동 질문	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	3	사망 후 통신 해지	착오송금 반환 신청 반려 시 법적 대응 방법은?		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492687874&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	답변 적음, 행동 질문	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	3	사망진단서 발급	사실혼 관계의 친어머니, 어떻게 입증할 수 있나요?		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60204&docId=492452780&qb=7IKs66ed7KeE64uo7IScIOuwnOq4iQ==&enc=utf8	Y	0	답변 적음, 행동 질문	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
C	3	유족연금 신청	국민연금 유족연금 신청 절차, 처음이라 너무 복잡해요.		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=492512016&qb=7Jyg7KGx7Jew6riIIOyLoOyyrQ==&enc=utf8	Y	0	답변 적음, 행동 질문	유족연금은 국민연금공단 지사 또는 온라인(nps.or.kr)에서 신청 가능합니다.\n\n필요 서류: 사망진단서, 가족관계증명서, 신청인 신분증, 통장 사본\n\n소멸시효는 5년이지만, 생활자금 공백 방지를 위해 빨리 신청하세요.\n\n전체 사망 후 절차: https://sahu.kr
C	3	유족연금 신청	산재 유족연금 승계 방법 있을까요?		https://kin.naver.com/qna/detail.naver?d1id=7&dirId=709&docId=492519827&qb=7Jyg7KGx7Jew6riIIOyLoOyyrQ==&enc=utf8	Y	0	답변 적음, 행동 질문	유족연금은 국민연금공단 지사 또는 온라인(nps.or.kr)에서 신청 가능합니다.\n\n필요 서류: 사망진단서, 가족관계증명서, 신청인 신분증, 통장 사본\n\n소멸시효는 5년이지만, 생활자금 공백 방지를 위해 빨리 신청하세요.\n\n전체 사망 후 절차: https://sahu.kr
D	1	사망 후 통신 해지	한정승인후에 아버지 핸드폰 요금,인터넷 결합요금 해지 질문합니다		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602&docId=492689918&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
D	1	사망 후 통신 해지	부모님 상 후 할 일		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60204&docId=492336117&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
D	1	사망 후 통신 해지	한정승인 수리되었는데 휴대폰 미납때문에요		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602&docId=492496717&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
D	1	사망 후 통신 해지	고인 가족결합 핸드폰 및 tv 인터넷 요금		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60204&docId=492498320&qb=7IKs66edIO2bhCDthrXsi6Ag7ZW07KeA&enc=utf8	Y	0	답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
D	1	사망 후 구독 해지	부모님 상 후 할 일		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60204&docId=492336117&qb=7IKs66edIO2bhCDqtazrj4Ug7ZW07KeA&enc=utf8	Y	0	답변 적음	안녕하세요. 사망 후 행정 절차가 복잡하고 막막하실 텐데, 단계별로 정리된 가이드가 있어 공유드립니다.\n\n사망신고 → 안심상속 조회 → 은행/보험 정리 → 상속 결정 → 세금 신고 순서로 진행하시면 됩니다.\n\n각 절차별 기한, 필요 서류, 방문처가 정리된 체크리스트입니다:\nhttps://sahu.kr\n\n기한을 놓치면 과태료나 가산세가 발생할 수 있으니 꼭 확인해보세요.
D	1	유족연금 신청	공무원유족연금 수령 질문		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100402&docId=491437106&qb=7Jyg7KGx7Jew6riIIOyLoOyyrQ==&enc=utf8	Y	0	답변 적음	유족연금은 국민연금공단 지사 또는 온라인(nps.or.kr)에서 신청 가능합니다.\n\n필요 서류: 사망진단서, 가족관계증명서, 신청인 신분증, 통장 사본\n\n소멸시효는 5년이지만, 생활자금 공백 방지를 위해 빨리 신청하세요.\n\n전체 사망 후 절차: https://sahu.kr
D	1	유족연금 신청	사실혼판결후 유족연금		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60220&docId=492464118&qb=7Jyg7KGx7Jew6riIIOyLoOyyrQ==&enc=utf8	Y	0	답변 적음	유족연금은 국민연금공단 지사 또는 온라인(nps.or.kr)에서 신청 가능합니다.\n\n필요 서류: 사망진단서, 가족관계증명서, 신청인 신분증, 통장 사본\n\n소멸시효는 5년이지만, 생활자금 공백 방지를 위해 빨리 신청하세요.\n\n전체 사망 후 절차: https://sahu.kr
D	1	유족연금 신청	공무원 유족연금, 재산 없으면 기초생활수급 가능할까요?		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=491738480&qb=7Jyg7KGx7Jew6riIIOyLoOyyrQ==&enc=utf8	Y	0	답변 적음	유족연금은 국민연금공단 지사 또는 온라인(nps.or.kr)에서 신청 가능합니다.\n\n필요 서류: 사망진단서, 가족관계증명서, 신청인 신분증, 통장 사본\n\n소멸시효는 5년이지만, 생활자금 공백 방지를 위해 빨리 신청하세요.\n\n전체 사망 후 절차: https://sahu.kr
D	1	유족연금 신청	공무원 유족연금, 재산 없으면 기초생활수급 가능할까요?		https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100101&docId=491738731&qb=7Jyg7KGx7Jew6riIIOyLoOyyrQ==&enc=utf8	Y	0	답변 적음	유족연금은 국민연금공단 지사 또는 온라인(nps.or.kr)에서 신청 가능합니다.\n\n필요 서류: 사망진단서, 가족관계증명서, 신청인 신분증, 통장 사본\n\n소멸시효는 5년이지만, 생활자금 공백 방지를 위해 빨리 신청하세요.\n\n전체 사망 후 절차: https://sahu.kr
